DatefirstseenSrcIPAddrDstIPAddrInByteOutByte
2020-02-2511:31:31.820,192.168.250.50,192.168.250.1,228,0
2020-02-2511:31:31.850,192.168.250.1,192.168.250.50,704,0
2020-02-2511:31:31.850,192.168.250.1,192.168.250.50,1395,0
2020-02-2511:31:31.820,192.168.250.50,52.114.158.53,2038,0
2020-02-2511:31:33.050,192.168.250.57,192.168.250.1,132,0
2020-02-2511:31:33.090,192.168.250.1,192.168.250.57,1062,0
2020-02-2511:31:33.100,192.168.250.57,192.168.250.1,304,0
2020-02-2511:31:33.100,192.168.250.1,192.168.250.57,761,0
2020-02-2511:31:33.260,192.168.250.57,192.168.250.1,158,0
2020-02-2511:31:33.270,192.168.250.1,192.168.250.57,1076,0
2020-02-2511:31:33.270,192.168.250.57,192.168.250.1,317,0
2020-02-2511:31:33.270,192.168.250.1,192.168.250.57,848,0
2020-02-2511:22:23.730,23.226.231.226,217.15.20.194,120,0
2020-02-2511:30:49.840,77.111.247.11,217.15.20.194,9269,0
2020-02-2511:30:49.800,192.168.250.50,77.111.247.11,2824,0
2020-02-2511:31:35.260,192.168.250.50,173.194.73.95,3587,0
2020-02-2511:31:35.260,173.194.73.95,217.15.20.194,4914,0
2020-02-2511:31:35.420,192.168.250.50,192.168.250.1,168,0
2020-02-2511:31:35.420,192.168.250.50,108.177.14.94,2879,0
2020-02-2511:31:35.440,108.177.14.94,217.15.20.194,2804,0
2020-02-2511:31:35.480,192.168.250.1,192.168.250.50,616,0
2020-02-2511:10:59.080,23.226.231.226,217.15.20.194,160,0
2020-02-2511:31:37.510,192.168.250.3,192.168.250.1,186,0
2020-02-2511:31:37.510,192.168.250.1,192.168.250.3,218,0
2020-02-2511:31:37.520,192.168.250.3,93.92.192.5,2969,0
2020-02-2511:31:37.520,93.92.192.5,217.15.20.194,2528,0
2020-02-2511:31:38.610,192.168.250.62,192.168.250.1,152,0
2020-02-2511:31:38.610,192.168.250.1,192.168.250.62,152,0
2020-02-2511:31:38.870,141.8.183.229,217.15.20.194,150,0
2020-02-2511:31:38.870,192.168.250.247,141.8.183.229,248,0
2020-02-2511:31:38.890,23.226.231.226,217.15.20.194,80,0
2020-02-2511:31:17.270,192.168.250.27,77.74.181.50,618,0
2020-02-2511:31:17.290,77.74.181.50,217.15.20.194,359,0
2020-02-2511:31:40.720,192.168.250.3,192.168.250.1,142,0
2020-02-2511:31:40.720,192.168.250.1,192.168.250.3,322,0
2020-02-2511:31:40.720,192.168.250.3,192.168.250.1,124,0
2020-02-2511:31:40.720,192.168.250.1,192.168.250.3,124,0
2020-02-2511:31:40.730,192.168.250.3,192.168.250.1,140,0
2020-02-2511:31:40.730,192.168.250.1,192.168.250.3,140,0
2020-02-2511:31:41.570,37.9.113.233,217.15.20.194,150,0
2020-02-2511:31:41.570,37.9.113.233,217.15.20.194,150,0
2020-02-2511:31:41.570,192.168.250.247,37.9.113.233,248,0
2020-02-2511:31:41.570,192.168.250.247,37.9.113.233,182,0
2020-02-2511:31:13.100,192.168.250.3,23.226.231.226,308,0
2020-02-2511:22:10.780,192.168.250.3,23.226.231.226,572,0
2020-02-2511:31:45.510,185.115.96.170,217.15.20.194,146,0
2020-02-2511:31:45.510,192.168.250.247,185.115.96.170,244,0
2020-02-2511:31:45.520,185.115.96.170,217.15.20.194,146,0
2020-02-2511:31:45.520,192.168.250.247,185.115.96.170,322,0
2020-02-2511:31:45.550,192.168.250.27,192.168.250.1,130,0
2020-02-2511:31:45.550,192.168.250.1,192.168.250.27,584,0
2020-02-2511:27:59.560,192.168.250.50,77.111.247.41,8855,0
2020-02-2511:28:08.600,77.111.247.41,217.15.20.194,7962,0
2020-02-2511:31:51.720,23.226.231.226,217.15.20.194,80,0
2020-02-2511:31:40.650,92.118.38.58,217.15.20.194,1027,0
2020-02-2511:31:40.650,192.168.250.3,92.118.38.58,972,0
2020-02-2511:31:54.400,192.168.250.50,192.168.250.1,118,0
2020-02-2511:31:54.400,192.168.250.50,192.168.250.1,118,0
2020-02-2511:31:54.410,192.168.250.1,192.168.250.50,468,0
2020-02-2511:31:54.410,192.168.250.50,64.233.162.108,1185,0
2020-02-2511:31:54.420,192.168.250.1,192.168.250.50,382,0
2020-02-2511:31:54.420,192.168.250.50,213.180.204.212,5941,0
2020-02-2511:31:54.450,64.233.162.108,217.15.20.194,4423,0
2020-02-2511:31:54.470,213.180.204.212,217.15.20.194,344348,0
2020-02-2511:31:54.520,192.168.250.50,192.168.250.1,142,0
2020-02-2511:31:54.530,192.168.250.1,192.168.250.50,512,0
2020-02-2510:32:54.720,192.168.250.1,255.255.255.255,27512,0
2020-02-2510:32:54.720,192.168.250.1,255.255.255.255,13832,0
2020-02-2510:32:54.720,fe80::2..f1:a30f,ff02::1,31132,0
2020-02-2510:32:54.720,fe80::2..f1:a30f,ff02::1,15652,0
2020-02-2511:22:36.670,23.226.231.226,217.15.20.194,120,0
2020-02-2511:31:26.000,192.168.250.3,23.226.231.226,308,0
2020-02-2511:31:58.560,172.253.4.2,217.15.20.194,168,0
2020-02-2511:31:58.560,192.168.250.247,172.253.4.2,322,0
2020-02-2511:09:16.360,192.168.250.3,23.226.231.226,1144,0
2020-02-2511:31:54.530,5.45.205.241,217.15.20.194,2077,0
2020-02-2511:31:54.530,192.168.250.50,5.45.205.241,782,0
2020-02-2511:32:01.500,192.168.250.50,192.168.250.1,134,0
2020-02-2511:32:01.510,192.168.250.1,192.168.250.50,1026,0
2020-02-2510:32:23.840,192.168.250.57,192.168.250.255,24960,0
2020-02-2511:32:03.060,192.168.250.27,192.168.250.1,122,0
2020-02-2511:32:03.060,192.168.250.1,192.168.250.27,576,0
2020-02-2511:32:03.560,192.168.250.50,192.168.250.1,198,0
2020-02-2511:32:03.610,192.168.250.1,192.168.250.50,1062,0
2020-02-2511:32:03.610,192.168.250.50,192.168.250.1,304,0
2020-02-2511:32:03.610,192.168.250.1,192.168.250.50,761,0
2020-02-2511:32:03.730,192.168.250.50,192.168.250.1,158,0
2020-02-2511:32:03.740,192.168.250.1,192.168.250.50,1076,0
2020-02-2511:32:03.740,192.168.250.50,192.168.250.1,317,0
2020-02-2511:32:03.740,192.168.250.1,192.168.250.50,848,0
2020-02-2511:32:04.590,23.226.231.226,217.15.20.194,80,0
2020-02-2511:22:23.730,192.168.250.3,23.226.231.226,572,0
2020-02-2511:31:45.670,192.168.250.27,77.74.181.50,650,0
2020-02-2511:31:45.740,77.74.181.50,217.15.20.194,359,0
2020-02-2511:10:59.080,192.168.250.3,23.226.231.226,836,0
2020-02-2511:32:09.540,192.168.250.57,192.168.250.1,200,0
2020-02-2511:32:09.650,192.168.250.1,192.168.250.57,1070,0
2020-02-2511:32:09.650,192.168.250.57,192.168.250.1,338,0
2020-02-2511:32:09.650,192.168.250.1,192.168.250.57,797,0
2020-02-2511:32:09.780,192.168.250.57,192.168.250.1,134,0
2020-02-2511:32:09.790,192.168.250.1,192.168.250.57,1052,0
2020-02-2511:32:09.790,192.168.250.57,192.168.250.1,305,0
2020-02-2511:32:09.790,192.168.250.1,192.168.250.57,788,0
2020-02-2511:32:09.950,192.168.250.57,192.168.250.1,124,0
2020-02-2511:32:09.950,192.168.250.1,192.168.250.57,1058,0
2020-02-2511:32:09.950,192.168.250.57,192.168.250.1,300,0
2020-02-2511:32:09.950,192.168.250.1,192.168.250.57,791,0
2020-02-2511:31:38.890,192.168.250.3,23.226.231.226,308,0
2020-02-2511:32:10.470,192.168.250.57,192.168.250.1,148,0
2020-02-2511:32:10.480,192.168.250.1,192.168.250.57,936,0
2020-02-2511:32:10.860,192.168.250.62,192.168.250.1,152,0
2020-02-2511:32:10.860,192.168.250.1,192.168.250.62,152,0
2020-02-2511:32:11.820,192.168.250.3,192.168.250.1,142,0
2020-02-2511:32:11.820,192.168.250.1,192.168.250.3,322,0
2020-02-2511:32:11.820,192.168.250.3,192.168.250.1,124,0
2020-02-2511:32:11.820,192.168.250.1,192.168.250.3,124,0
2020-02-2511:32:11.830,192.168.250.3,192.168.250.1,140,0
2020-02-2511:32:11.830,192.168.250.1,192.168.250.3,140,0
2020-02-2511:32:16.860,192.168.250.50,192.168.250.1,162,0
2020-02-2511:32:16.870,192.168.250.1,192.168.250.50,1066,0
2020-02-2511:32:16.880,192.168.250.50,192.168.250.1,319,0
2020-02-2511:32:16.880,192.168.250.1,192.168.250.50,843,0
2020-02-2511:22:49.620,23.226.231.226,217.15.20.194,120,0
2020-02-2511:32:17.460,23.226.231.226,217.15.20.194,80,0
2020-02-2511:32:09.280,192.168.250.3,141.8.142.75,27695,0
2020-02-2511:32:09.280,141.8.142.75,217.15.20.194,3039,0
2020-02-2511:02:25.220,192.168.250.57,217.69.139.90,1532,0
2020-02-2511:32:19.310,192.168.250.57,192.168.250.1,120,0
2020-02-2511:32:19.320,192.168.250.1,192.168.250.57,120,0
2020-02-2511:31:35.100,77.111.247.11,217.15.20.194,9284,0
2020-02-2511:31:35.060,192.168.250.50,77.111.247.11,2876,0
2020-02-2511:32:20.530,192.168.250.50,192.168.250.1,231,0
2020-02-2511:32:20.660,192.168.250.1,192.168.250.50,740,0
2020-02-2511:32:11.750,92.118.38.58,217.15.20.194,1031,0
2020-02-2511:32:11.750,192.168.250.3,92.118.38.58,972,0
2020-02-2511:31:51.720,192.168.250.3,23.226.231.226,308,0
2020-02-2510:32:23.120,173.194.222.108,217.15.20.194,139705,0
2020-02-2510:32:24.040,192.168.250.57,173.194.222.108,25926,0
2020-02-2511:31:23.640,54.71.171.40,217.15.20.194,4454,0
2020-02-2511:31:23.450,192.168.250.50,54.71.171.40,2502,0
2020-02-2511:32:24.320,192.168.250.57,192.168.250.1,116,0
2020-02-2511:32:24.320,192.168.250.1,192.168.250.57,498,0
2020-02-2511:16:59.140,192.168.250.50,52.188.42.235,29067,0
2020-02-2511:32:20.660,192.168.250.50,52.114.132.23,5992,0
2020-02-2511:32:16.880,192.168.250.50,20.185.212.106,3913,0
2020-02-2511:31:05.180,192.168.250.50,13.107.3.128,4075,0
2020-02-2511:32:03.620,192.168.250.50,13.94.251.244,2586,0
2020-02-2511:32:03.750,192.168.250.50,68.232.34.200,2470,0
2020-02-2511:30:50.450,192.168.250.50,13.107.18.11,3648,0
2020-02-2511:30:50.570,192.168.250.50,204.79.197.254,3647,0
